-3.14552,-3.715,0.656272
-0.721166,-3.85398,0.638167
0.385088,-3.29753,0.429762
1.36652,-3.48349,0.456105
-1.89345,-3.09169,0.662004
-0.647181,-2.45684,0.647881
2.30126,-2.75894,0.651329
3.68837,-2.94184,0.672631
-3.05935,-2.31921,0.643126
-1.95856,-1.88099,0.462011
0.722229,-2.1727,0.665271
1.7686,-1.783,1.09631
3.69988,-1.76255,0.454944
-3.00155,-1.13684,0.452866
-0.206616,-1.12759,0.662634
2.68642,-1.15315,0.654283
-1.55797,-0.766158,0.64642
-0.632594,-0.0237756,0.471558
0.363941,-0.0810508,0.476118
1.3351,-0.758884,0.653149
3.95952,-0.57399,0.653679
-2.71956,0.0130867,0.641851
-1.25648,0.754824,0.466249
1.10447,0.63353,0.443811
2.87576,0.0140273,0.456987
-2.21928,1.44113,0.660345
-0.0475027,1.03102,0.649011
1.0913,1.46921,0.99203
2.18607,1.09662,0.674646
3.74702,0.814192,0.648841
-3.62204,2.06256,0.686336
-1.05581,1.7329,0.447643
0.510859,2.0728,0.447202
2.98039,2.2475,0.628193
-3.08786,3.10692,0.4378
-2.57271,2.51546,1.05653
-1.58481,2.41825,0.945448
-0.48074,2.76759,0.635982
1.60828,2.52596,0.642108
-1.97948,3.5111,0.651766
0.670358,3.56161,0.656725
2.2846,3.76908,0.64706
3.66612,3.54554,0.66401
-3.93036,-3.69419,1.56207
-2.32743,-3.77476,1.80229
1.21637,-3.25638,1.62256
2.89238,-3.50395,1.67542
-3.54032,-2.77887,1.63931
-2.43104,-2.59253,1.62718
-1.06776,-3.14356,1.79177
0.0493788,-3.16866,1.35897
-3.85593,-1.62524,1.55867
-1.57814,-2.15695,1.34236
-0.120165,-2.11128,1.89522
1.07775,-1.97432,1.793
3.07827,-2.09797,1.28078
-2.47819,-1.38099,1.50199
-1.00365,-1.36228,1.52584
0.558673,-0.893178,1.80932
1.74006,-1.09217,1.81569
-3.27736,-0.489817,1.57479
-1.58955,-0.530046,1.82057
-0.518827,-0.0121065,1.6651
2.23139,-0.0575699,1.46411
-2.47111,0.0487985,1.81812
-1.70357,0.276459,1.21951
0.814764,0.462845,1.59273
3.57424,0.0800761,1.8271
-3.19233,0.968363,1.54621
-1.09623,1.25685,1.54564
0.0999476,1.40827,1.77629
3.0076,1.09876,1.54766
-2.03888,1.97711,1.7176
2.22016,1.97483,1.76981
3.6292,2.17404,1.8631
-2.04507,3.01593,1.7426
0.531582,2.50521,1.56352
2.71014,3.03292,1.49179
-3.3296,3.26964,1.59883
-1.27107,3.69021,1.60138
-0.0919441,3.73275,1.815
1.60268,3.37053,1.80055
3.52011,3.49128,1.85196
-3.36113,-3.84562,2.40529
0.0389491,-3.20526,2.3569
1.98459,-3.68799,2.43623
3.65301,-3.79011,2.55655
-2.93508,-2.9427,2.41543
3.60421,-2.58714,2.45734
-1.74261,-1.99634,2.51886
2.20012,-2.3514,2.05709
-0.683967,-1.07393,2.64297
2.91728,-1.15033,2.03321
-3.78748,-0.763709,2.38698
-2.79324,-0.703781,2.43834
0.177413,-0.112407,2.6365
1.39655,-0.247156,2.37361
2.35821,-0.283744,2.64324
-3.34506,0.132142,2.39219
-1.6018,0.392068,2.20514
-2.24238,1.15705,2.25108
-1.35912,1.21758,2.7132
-0.411,0.888866,2.45784
1.12032,1.55109,1.98729
1.92168,0.823281,2.50334
2.97496,1.39725,2.4994
3.91656,1.10961,2.33378
-3.05639,2.11505,2.33552
0.415891,1.67358,2.6861
-1.92593,2.41909,2.6066
-0.94181,2.58892,1.943
-1.43278,3.48769,2.56559
2.65381,3.5371,2.3523
-3.67751,-3.33625,3.44221
-1.6866,-3.46267,2.7659
-0.522392,-3.95246,3.10699
0.868894,-3.95757,2.78274
-2.38758,-2.79354,3.46989
-0.740024,-2.58858,2.80258
0.0309059,-2.91655,3.34544
1.05764,-2.57246,2.8319
2.43051,-2.97291,3.28804
-3.24817,-1.85054,2.79827
-0.143974,-1.94831,3.51624
2.79509,-1.87406,2.98159
-1.84836,-0.809931,2.74303
0.430041,-1.55146,2.8022
1.58579,-1.28565,2.98778
2.73605,-0.931696,3.30345
3.66015,-1.37731,2.94543
-3.4238,-0.625148,3.51878
3.51952,-0.390349,3.00216
-3.98622,0.472536,3.09763
-2.37838,0.204955,3.09851
-0.883904,0.0926261,2.83047
0.713299,0.722643,2.75763
3.01794,0.45372,2.82095
-3.20448,1.02668,2.81554
-2.29425,1.57409,3.37331
1.25931,1.25863,3.39999
-0.566905,1.8209,2.78328
1.40493,2.33003,2.85144
3.91971,1.77509,3.32888
-3.94414,3.07911,2.83988
-3.1036,2.47715,3.47788
-1.07546,2.65339,3.13243
0.0951942,2.81792,2.85315
2.78936,2.49818,2.93393
-2.58129,3.3825,2.88941
-1.64234,3.83923,3.47721
1.87946,3.42453,2.97343
3.01479,3.76953,3.471
-2.532,-3.91751,3.86202
0.385179,-3.70255,3.84894
1.68322,-3.87631,3.65968
3.2658,-3.29213,4.17212
-1.06489,-2.93752,3.90161
1.39501,-2.9547,3.91667
-1.12657,-1.76997,3.52152
0.822153,-1.82508,3.73811
1.86481,-2.07476,3.84731
3.59963,-2.19892,3.81327
-2.26035,-1.4183,3.68891
2.02093,-0.918217,4.26531
-1.20269,-0.512688,3.81438
0.215878,-0.739721,3.65811
3.41039,-0.756526,4.28064
-3.26756,0.791589,4.00404
-1.34946,0.641992,3.52777
-0.138014,0.634851,3.59646
1.3508,0.0681131,3.53347
2.54699,0.00863523,3.58001
3.41998,0.379696,3.89579
-2.00266,0.854521,4.28449
2.59523,1.30227,3.6314
-3.61211,2.27122,4.31302
-1.00603,1.72971,3.89456
0.380013,1.9142,3.88018
1.57056,1.99994,3.99258
